Movie Name,Genre,Rating,Release Date,isAdult,Runtime Minutes,numVotes,User Reviews URL
Gadar 2,"Action,Adventure,Drama",5.2,2023,0,170.0,21972,https://www.imdb.com/title/tt15441054/reviews/?ref_=tt_ql_2
Kaithi,"Action,Crime,Thriller",8.4,2019,0,145.0,41702,https://www.imdb.com/title/tt9900782/reviews/?ref_=tt_ql_2
Mile 22,"Action,Thriller",6.1,2018,0,94.0,86084,https://www.imdb.com/title/tt4560436/reviews/?ref_=tt_ql_2
God's Not Dead 2,"Drama,Fantasy",4.3,2016,0,120.0,13346,https://www.imdb.com/title/tt4824308/reviews/?ref_=tt_ql_2
Schumacher,"Biography,Documentary,Sport",7.4,2021,0,112.0,24970,
Carrie Pilby,"Comedy,Drama",6.7,2016,0,98.0,13591,https://www.imdb.com/title/tt2989524/reviews/?ref_=tt_ql_2
The Collini Case,"Crime,Drama,Thriller",7.3,2019,0,123.0,12559,https://www.imdb.com/title/tt8739752/reviews/?ref_=tt_ql_2
Voice from the Stone,"Drama,Mystery,Thriller",5.2,2017,0,94.0,12101,https://www.imdb.com/title/tt1544608/reviews/?ref_=tt_ql_2
Kantara,"Action,Adventure,Drama",8.2,2022,0,148.0,101948,https://www.imdb.com/title/tt15327088/reviews/?ref_=tt_ql_2
Sadak 2,"Action,Drama",1.2,2020,0,133.0,96613,https://www.imdb.com/title/tt7886848/reviews/?ref_=tt_ql_2
The Distinguished Citizen,"Comedy,Drama",7.5,2016,0,118.0,13218,https://www.imdb.com/title/tt4562518/reviews/?ref_=tt_ql_2
Roma,Drama,7.7,2018,0,135.0,168427,https://www.imdb.com/title/tt6155172/reviews/?ref_=tt_ql_2
The 355,"Action,Thriller",5.6,2022,0,122.0,36798,https://www.imdb.com/title/tt8356942/reviews/?ref_=tt_ql_2
